Direction Split,Density,Average Speed,Average Density
0.5,0.05,2.8919080919081335,0.15134865134865136
0.5,0.1,2.8610589410589777,0.2928071928071928
0.5,0.15,2.8355910755911045,0.3724275724275724
0.5,0.2,2.7744355644355654,0.46103896103896064
0.5,0.25,2.7061258741258776,0.5266733266733269
0.5,0.3,2.7524209124209222,0.6896103896103891
0.5,0.35,2.6514285714285775,0.7230769230769241
0.5,0.4,2.568941058941062,0.7775224775224773
0.5,0.45,2.48442224442224,0.7898101898101902
0.5,0.5,2.4477442557442526,0.8645354645354645
0.5,0.55,2.4605067659613113,0.9725274725274722
0.5,0.6,2.3387812187812145,1.0197802197802197
0.5,0.65,2.3494167371090424,1.0879120879120894
0.5,0.7,2.2225460254031706,1.0438561438561447
0.5,0.75,2.150966366966366,1.0266733266733263
0.5,0.8,2.293111888111885,1.288311688311689
0.5,0.85,2.239576893694542,1.3094905094905105
0.5,0.9,2.162575202575202,1.23056943056943
0.5,0.95,2.068403175771598,1.2281718281718284
0.6,0.05,2.8955444555445005,0.15374625374625264
0.6,0.1,2.805214785214806,0.2757242757242756
0.6,0.15,2.7700166500166707,0.35184815184815155
0.6,0.2,2.7742357642357676,0.44425574425574366
0.6,0.25,2.664919080919085,0.5197802197802198
0.6,0.3,2.63162171162171,0.6065934065934067
0.6,0.35,2.599720279720279,0.684815184815184
0.6,0.4,2.618581418581419,0.8096903096903094
0.6,0.45,2.513117993117995,0.8383616383616385
0.6,0.5,2.526153846153846,0.9657342657342662
0.6,0.55,2.379337026609752,0.8952047952047962
0.6,0.6,2.351275391275391,0.9743256743256745
0.6,0.65,2.258203335126411,0.9749250749250754
0.6,0.7,2.253963179677466,1.0957042957042955
0.6,0.75,2.2054478854478847,1.1116883116883116
0.6,0.8,2.180069930069933,1.1365634365634363
0.6,0.85,2.132683786801434,1.1211788211788207
0.6,0.9,2.093948273948275,1.162937062937061
0.6,0.95,2.093155265786844,1.2023976023976024
0.7,0.05,2.891708291708338,0.15104895104895025
0.7,0.1,2.8035764235764407,0.2626373626373619
0.7,0.15,2.7957242757242944,0.3694305694305692
0.7,0.2,2.849000999000995,0.4970029970029971
0.7,0.25,2.740931068931074,0.5654345654345657
0.7,0.3,2.6915684315684367,0.6337662337662341
0.7,0.35,2.681204509775945,0.7673326673326687
0.7,0.4,2.546648351648354,0.7525474525474528
0.7,0.45,2.485785325785327,0.8149850149850155
0.7,0.5,2.4209550449550465,0.8495504495504496
0.7,0.55,2.4564054127690502,1.0277722277722274
0.7,0.6,2.3827905427905414,1.0085914085914092
0.7,0.65,2.39632060247445,1.1145854145854153
0.7,0.7,2.2579820179820187,1.0851148851148844
0.7,0.75,2.2520412920412913,1.0952047952047974
0.7,0.8,2.1856968031968,1.1569430569430563
0.7,0.85,2.160465416936007,1.1876123876123874
0.7,0.9,2.182424242424242,1.2335664335664343
0.7,0.95,2.1803859298596144,1.3586413586413582
0.8,0.05,2.8335264735265056,0.1416583416583409
0.8,0.1,2.8971228771229036,0.2721278721278715
0.8,0.15,2.9045088245088424,0.4004995004995009
0.8,0.2,2.8057342657342685,0.4789210789210792
0.8,0.25,2.7507052947053,0.5652347652347663
0.8,0.3,2.7576889776889955,0.685414585414587
0.8,0.35,2.6362894248608564,0.6834165834165826
0.8,0.4,2.607547452547452,0.7852147852147852
0.8,0.45,2.5073415473415475,0.8407592407592422
0.8,0.5,2.6150169830169836,1.0225774225774227
0.8,0.55,2.4159731177912978,0.9545454545454545
0.8,0.6,2.4032967032967045,1.0287712287712298
0.8,0.65,2.4174625374625385,1.1052947052947062
0.8,0.7,2.312361923790498,1.1351648351648351
0.8,0.75,2.279355311355309,1.141358641358641
0.8,0.8,2.2591458541458542,1.1982017982017994
0.8,0.85,2.2237268613739207,1.227472527472528
0.8,0.9,2.34102786102786,1.4381618381618364
0.8,0.95,2.203707871076291,1.417082917082916
0.9,0.05,2.9329070929071235,0.15514485514485432
0.9,0.1,2.8827172827173126,0.272227772227771
0.9,0.15,2.8225507825508083,0.36993006993006927
0.9,0.2,2.7844555444555468,0.4711288711288717
0.9,0.25,2.8076483516483575,0.6059940059940064
0.9,0.3,2.6874858474858523,0.6387612387612406
0.9,0.35,2.715678607107183,0.7893106893106897
0.9,0.4,2.7056343656343667,0.8793206793206806
0.9,0.45,2.7497968697968664,1.0579420579420582
0.9,0.5,2.4924155844155824,0.903996003996004
0.9,0.55,2.4899754790663877,1.0379620379620382
0.9,0.6,2.5420579420579412,1.1790209790209796
0.9,0.65,2.4631460846845474,1.1808191808191801
0.9,0.7,2.468514342800055,1.3060939060939059
0.9,0.75,2.323004995004995,1.2339660339660339
0.9,0.8,2.370182317682316,1.3512487512487514
0.9,0.85,2.2750543574072974,1.2965034965034954
0.9,0.9,2.2892840492840487,1.3728271728271744
0.9,0.95,2.3698427887901548,1.5178821178821187
1.0,0.05,2.8871128871129286,0.15144855144855035
1.0,0.1,2.9579420579420663,0.29240759240759207
1.0,0.15,2.828065268065291,0.39190809190809234
1.0,0.2,2.785174825174824,0.49750249750249814
1.0,0.25,2.811116883116893,0.6154845154845159
1.0,0.3,2.7731068931069105,0.7234765234765231
1.0,0.35,2.775961181675473,0.821478521478523
1.0,0.4,2.690584415584418,0.8917082917082915
1.0,0.45,2.7427727827727844,1.055344655344656
1.0,0.5,2.67686313686314,1.0749250749250756
1.0,0.55,2.6048678594133166,1.092007992007992
1.0,0.6,2.54606726606727,1.170929070929071
1.0,0.65,2.576721739798663,1.2724275724275718
1.0,0.7,2.6099386327957736,1.4411588411588385
1.0,0.75,2.5712234432234413,1.4475524475524475
1.0,0.8,2.486036463536466,1.4813186813186825
1.0,0.85,2.3791526120937947,1.5255744255744252
1.0,0.9,2.390929070929068,1.5139860139860142
1.0,0.95,2.3869099321730873,1.599000999000996
