pedX,pedY,vehX,vehY,TTC
900,73,788,97,1
900,25,376,112,3
900,54,551,112,2
900,83,726,112,1
900,25,579,101,3
900,51,686,101,2
900,77,793,101,1
900,275,627,202,3
900,250,718,202,2
900,225,809,202,1
900,275,505,170,3
900,240,637,170,2
900,205,769,170,1
900,275,579,206,3
900,252,686,206,2
900,229,793,206,1
900,25,467,87,3
900,46,612,87,2
900,67,757,87,1
900,25,744,113,3
900,55,796,113,2
900,85,848,113,1
900,275,489,234,3
900,261,626,234,2
900,247,763,234,1
900,275,431,262,3
900,270,588,262,2
900,265,745,262,1
900,275,330,204,3
900,251,520,204,2
900,227,710,204,1
900,25,678,75,3
900,42,752,75,2
900,59,826,75,1
900,275,477,196,3
900,248,618,196,2
900,221,759,196,1
900,275,401,211,3
900,253,568,211,2
900,231,735,211,1
900,275,646,228,3
900,259,731,228,2
900,243,816,228,1
900,25,591,101,3
900,51,694,101,2
900,77,797,101,1
900,275,542,236,3
900,262,662,236,2
900,249,782,236,1
900,275,500,175,3
900,241,634,175,2
900,207,768,175,1
900,275,701,209,3
900,253,768,209,2
900,231,835,209,1
900,275,473,211,3
900,253,616,211,2
900,231,759,211,1
900,275,533,204,3
900,251,656,204,2
900,227,779,204,1
900,275,317,204,3
900,251,512,204,2
900,227,707,204,1
900,275,458,208,3
900,252,606,208,2
900,229,754,208,1
900,275,285,241,3
900,263,490,241,2
900,251,695,241,1
900,275,526,208,3
900,252,651,208,2
900,229,776,208,1
900,275,559,212,3
900,254,673,212,2
900,233,787,212,1
900,275,485,222,3
900,257,624,222,2
900,239,763,222,1
900,25,646,108,3
900,53,731,108,2
900,81,816,108,1
900,25,538,68,3
900,40,659,68,2
900,55,780,68,1
900,275,467,203,3
900,251,612,203,2
900,227,757,203,1
900,275,556,205,3
900,251,671,205,2
900,227,786,205,1
900,25,562,123,3
900,58,675,123,2
900,91,788,123,1
900,275,531,189,3
900,246,654,189,2
900,217,777,189,1
900,275,635,228,3
900,259,724,228,2
900,243,813,228,1
900,275,418,209,3
900,253,579,209,2
900,231,740,209,1
900,275,488,216,3
900,255,626,216,2
900,235,764,216,1
900,275,603,215,3
900,255,702,215,2
900,235,801,215,1
