Direction Split,Density,Average Speed,Average Density
0.9,0.8,2.048831168831167,1.063736263736264
0.9,0.85,1.910094611271081,0.9405594405594407
0.9,0.9,2.0027838827838824,1.1547452547452537
0.9,0.95,2.030497923129504,1.2839160839160833
1.0,0.05,3.0064335664335573,0.1579420579420567
1.0,0.1,2.890529470529505,0.2896103896103901
1.0,0.15,2.889963369963398,0.42507492507492495
1.0,0.2,2.8261638361638366,0.5129870129870138
1.0,0.25,2.7806913086913103,0.6015984015984023
1.0,0.3,2.779167499167517,0.7350649350649371
1.0,0.35,2.7350478093335284,0.7686313686313696
1.0,0.4,2.6173726273726303,0.8319680319680322
1.0,0.45,2.6704584304584316,0.9513486513486512
1.0,0.5,2.5764275724275736,0.9963036963036959
1.0,0.55,2.59093996912179,1.0928071928071932
1.0,0.6,2.5460805860805817,1.1983016983016994
1.0,0.65,2.3406808576039344,1.086313686313686
1.0,0.7,2.3904923647780816,1.2441558441558442
1.0,0.75,2.2065667665667674,1.14055944055944
1.0,0.8,2.232662337662339,1.2400599400599408
1.0,0.85,2.1971111241699486,1.2817182817182817
1.0,0.9,2.1099722499722517,1.2773226773226776
1.0,0.95,1.8396046059203952,1.0341658341658353
